"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Jul 30 12:08:23 UTC 2024","Tue Jul 30 12:08:24 UTC 2024","343","/timesheet","PRAC-839 Timesheet Exception Migration Group 2: Service Code & Fee Schedule Setup","Place of service is required","","","pre-requestSchedulingAddcourse",""
"passed","Tue Jul 30 12:10:35 UTC 2024","Tue Jul 30 12:10:36 UTC 2024","279","/SchedulingOptimizationRegression","/Switching Orders - Schedule Creation Lunch Break Enhancement","","","","pre-request Update Appointment1",""
"passed","Tue Jul 30 12:04:23 UTC 2024","Tue Jul 30 12:04:24 UTC 2024","584","/billing","/MembersApi","/Timesheets","","","test billingmanager.timesheetsaveentrylabels","Path:

BILLING & TIMESHEETS > Timesheets > check some timesheet by checkbox > click Label selected button > choose label and click Apply Label Changes"
"passed","Tue Jul 30 12:13:57 UTC 2024","Tue Jul 30 12:13:57 UTC 2024","245","/SchedulingOptimizationRegression","/Historical Data in Clinic Algorithm","/C951299 Preferred client gets scheduled with their most preferred provider","","","auth",""
"passed","Tue Jul 30 12:05:12 UTC 2024","Tue Jul 30 12:05:14 UTC 2024","1607","/resources","/label","","","","testResourcesLabelDelete",""
"passed","Tue Jul 30 12:06:13 UTC 2024","Tue Jul 30 12:06:14 UTC 2024","364","/timesheet","PRAC-953 - Draft Time Sheet API - Get Timesheet List","DraftTimesheet -> Access permissions. - ZSquash1/Password1!/364908","","","GET Timesheet sort - ClientFirstName",""
"passed","Tue Jul 30 12:09:12 UTC 2024","Tue Jul 30 12:09:12 UTC 2024","309","/timesheet","PRAC-838 Timesheet Exception Migration Group 1: Security & Permissions","Authorization is not authorized for general use","","","Custom rate",""
"passed","Tue Jul 30 12:05:19 UTC 2024","Tue Jul 30 12:05:19 UTC 2024","624","/external","scheduling events","","","","test GET - 400GetAppointmentsSummaryByProviderId EndDatePriorStartDate",""
"passed","Tue Jul 30 12:04:12 UTC 2024","Tue Jul 30 12:04:12 UTC 2024","421","/SchedulingOptimizationRegression","/C609011 Verify that applied  non authorized service codes and service codes which missed authorisation - not occurs error and allow to edit and save draft in existing draft appointments","","","","test C744416 lastModifiedDate field updates after appointment updated",""
"passed","Tue Jul 30 12:05:08 UTC 2024","Tue Jul 30 12:05:08 UTC 2024","460","/SchedulingOptimizationRegression","/C000005 Verify that the drafts timezone of which is changed are completely publishing without errors","","","","pre-request Create company Office Location 2",""
"passed","Tue Jul 30 12:17:26 UTC 2024","Tue Jul 30 12:17:26 UTC 2024","98","/SchedulingOptimizationRegression","Provider Cancellation & Non-Billable Events Optimisation","","","","pre-request Location1 Delete",""
"passed","Tue Jul 30 12:03:54 UTC 2024","Tue Jul 30 12:03:55 UTC 2024","939","/contact","/MembersApi","/Provider User > /ProfilePhoto","","","test contacts.cropprofileimage","Path:

open Profile of existing user > click Profile Photo > Upload photo to user > click Crop & Finish button"
"passed","Tue Jul 30 12:04:37 UTC 2024","Tue Jul 30 12:04:37 UTC 2024","399","/SchedulingOptimizationRegression","/C000001 Verify that optimization is not failing if it consist drafts with addresses pairs with non computable routes(European addressess etc.)","","","","pre-request C000001 delay 15 seconds",""
"passed","Tue Jul 30 12:02:06 UTC 2024","Tue Jul 30 12:02:16 UTC 2024","9687","Auth","","","","","auth",""
"passed","Tue Jul 30 12:03:40 UTC 2024","Tue Jul 30 12:03:41 UTC 2024","723","/learn","/goals","","","","testBundlesSetitemsettings",""
"passed","Tue Jul 30 12:05:45 UTC 2024","Tue Jul 30 12:05:46 UTC 2024","485","/external","payors","","","","test POST- PostClientPayor",""
"passed","Tue Jul 30 12:03:30 UTC 2024","Tue Jul 30 12:03:30 UTC 2024","368","/SchedulingOptimizationRegression","/C609011 Verify that applied  non authorized service codes and service codes which missed authorisation - not occurs error and allow to edit and save draft in existing draft appointments","","","","pre-request Add Primary Location to Client2",""
"passed","Tue Jul 30 12:14:12 UTC 2024","Tue Jul 30 12:14:12 UTC 2024","312","/SchedulingOptimizationRegression","/Historical Data in Clinic Algorithm","/C951298 Non-preferred provider is scheduled for the week when no preferred providers are available for the whole time","","","pre-request Create Appointment1 Employee4",""
"passed","Tue Jul 30 12:08:53 UTC 2024","Tue Jul 30 12:08:53 UTC 2024","196","/timesheet","PRAC-806 Validation Service - Validate Duration","Duration of appointment is within authorized allowed time (per appointment)","","","DELETE Service Code",""
"passed","Tue Jul 30 12:10:22 UTC 2024","Tue Jul 30 12:10:23 UTC 2024","201","/SchedulingOptimizationRegression","/Include Meal Break Gaps in Draft Schedule","45mins lunch break for providers working over 3hours15mins","","","pre-request C735601 delay 15 seconds",""
"passed","Tue Jul 30 12:04:45 UTC 2024","Tue Jul 30 12:04:46 UTC 2024","803","/scheduling","Availability","testCreateAvailability  Error -2","","","Create client",""
"passed","Tue Jul 30 12:06:48 UTC 2024","Tue Jul 30 12:06:49 UTC 2024","285","/contacts","Tests for contacts.saveAddress","Update Location with IsPrimary set to true (checked) and verify that any other Office Location that was previously set with IsPrimary = true is set to false after updated location is saved","","","POST Create contacts/address",""
"passed","Tue Jul 30 12:06:09 UTC 2024","Tue Jul 30 12:06:09 UTC 2024","162","/learn","/criteriatemplate","","","","testPostShareLearnCriteriaTemplatesResponse",""
"passed","Tue Jul 30 12:04:44 UTC 2024","Tue Jul 30 12:04:44 UTC 2024","228","/SchedulingOptimizationRegression","/C609011 Verify that applied  non authorized service codes and service codes which missed authorisation - not occurs error and allow to edit and save draft in existing draft appointments","","","","pre-request Deactivate Client4",""
"passed","Tue Jul 30 12:14:41 UTC 2024","Tue Jul 30 12:14:42 UTC 2024","244","/SchedulingOptimizationRegression","/Historical Data in Clinic Algorithm","/C951297 Provider Prioritization in Clinic","","","pre-request C951297 delay 15 seconds 3",""
"passed","Tue Jul 30 12:09:35 UTC 2024","Tue Jul 30 12:09:35 UTC 2024","176","/timesheet","PRAC-1177 - Warning text should be updated on validation Enum 146 Copy","","","","Default rate",""
"passed","Tue Jul 30 12:05:13 UTC 2024","Tue Jul 30 12:05:13 UTC 2024","399","/contact","/MembersApi","/Client User > /HealthRecord","","","test contacts.saveHealthPeakFlow","Path:

Client Profile > Health Record > Peak Flow > Add New"
"passed","Tue Jul 30 12:09:11 UTC 2024","Tue Jul 30 12:09:11 UTC 2024","185","/timesheet","PRAC-838 Timesheet Exception Migration Group 1: Security & Permissions","Invalid authorization","","","DELETE Service Code",""
"passed","Tue Jul 30 12:02:02 UTC 2024","Tue Jul 30 12:02:03 UTC 2024","1679","/SchedulingOptimizationRegression","/C611080 Verify ServiceCodes, Activity logs of updateEvent with NEW Client Optimization","","","","pre-request Create Client2",""
"passed","Tue Jul 30 12:08:35 UTC 2024","Tue Jul 30 12:08:35 UTC 2024","236","/timesheet","PRAC-839 Timesheet Exception Migration Group 2: Service Code & Fee Schedule Setup","Authorization deleted Copy","","","create authorization",""
"passed","Tue Jul 30 12:04:51 UTC 2024","Tue Jul 30 12:04:51 UTC 2024","512","/swagger","","","","","testGET/placesofservice",""
"passed","Tue Jul 30 12:03:17 UTC 2024","Tue Jul 30 12:03:18 UTC 2024","1389","Auth","","","","","testGetToken",""
"passed","Tue Jul 30 12:03:15 UTC 2024","Tue Jul 30 12:03:18 UTC 2024","2299","/notes","/note-templates","","","","testPUT/note-templates/{id}",""
"passed","Tue Jul 30 12:08:33 UTC 2024","Tue Jul 30 12:08:33 UTC 2024","239","/timesheet","PRAC-839 Timesheet Exception Migration Group 2: Service Code & Fee Schedule Setup","Authorization deleted Copy","","","Default rate",""
"passed","Tue Jul 30 12:05:42 UTC 2024","Tue Jul 30 12:05:42 UTC 2024","301","/learn","/session","","","","testPutLearnSessionByIdResponse",""
"passed","Tue Jul 30 12:03:45 UTC 2024","Tue Jul 30 12:03:46 UTC 2024","882","/claims","","","","","testClaimsLoadPayerOptions",""
"passed","Tue Jul 30 12:05:46 UTC 2024","Tue Jul 30 12:05:50 UTC 2024","3890","/billing","old version of endpoint","","","","testBillingmanagerLoadFeeScheduleByPayorInfo",""
"passed","Tue Jul 30 12:05:43 UTC 2024","Tue Jul 30 12:05:44 UTC 2024","801","/resources","/MembersApi","/Authorization","","","test resources.uploadAuthBlankResource","Path:

Files > create new Authorization without file for some client"
"passed","Tue Jul 30 12:02:43 UTC 2024","Tue Jul 30 12:02:43 UTC 2024","853","/claims","/export","","","","testClaimsExportEnqueue",""
"passed","Tue Jul 30 12:05:38 UTC 2024","Tue Jul 30 12:05:38 UTC 2024","540","/contacts","form","To be true sendForm Generic with fields","","","testPostApiContactsLoadGenericDetailsWithFields",""
"passed","Tue Jul 30 12:03:34 UTC 2024","Tue Jul 30 12:03:34 UTC 2024","278","/SchedulingOptimizationRegression","/C611080 Verify ServiceCodes, Activity logs of updateEvent with NEW Client Optimization","","","","test C611080 Open Draft Appointments",""
"passed","Tue Jul 30 12:13:38 UTC 2024","Tue Jul 30 12:13:39 UTC 2024","268","/SchedulingOptimizationRegression","/Historical Data in Clinic Algorithm","/C951298 Non-preferred provider is scheduled for the week when no preferred providers are available for the whole time","","","authOldAPI",""
"passed","Tue Jul 30 12:03:35 UTC 2024","Tue Jul 30 12:03:36 UTC 2024","1506","/learn","/bundles","","","","testPostLearnBundleUsers",""
"passed","Tue Jul 30 12:05:04 UTC 2024","Tue Jul 30 12:05:05 UTC 2024","951","/SchedulingOptimizationRegression","/C000007 Verify that the enforced API call return BadRequest unswer","","","","pre-request Create Employee1",""
"passed","Tue Jul 30 12:03:31 UTC 2024","Tue Jul 30 12:03:31 UTC 2024","295","/SchedulingOptimizationRegression","/C611063 Verify Publishing Converted Appointment Changes","","","","pre-request Set Default Settings",""
"passed","Tue Jul 30 12:06:34 UTC 2024","Tue Jul 30 12:06:34 UTC 2024","254","/contacts","form","History for contact create","","","Delete Employee Form",""
"passed","Tue Jul 30 12:03:52 UTC 2024","Tue Jul 30 12:03:54 UTC 2024","1337","/billing","/servicecodes","","","","testPostBillingServiceCodesIdRestore",""
"passed","Tue Jul 30 12:04:33 UTC 2024","Tue Jul 30 12:04:34 UTC 2024","432","/scheduling","Availability","testCreateAvailability  Error -9 invalid entryId","","","Create client",""
"passed","Tue Jul 30 12:11:55 UTC 2024","Tue Jul 30 12:11:55 UTC 2024","142","/SchedulingOptimizationRegression","/Recover canceled event","","","","pre-request Add Availability to Client2",""
"passed","Tue Jul 30 12:06:19 UTC 2024","Tue Jul 30 12:06:19 UTC 2024","399","/resources","/MembersApi","/AuthorizationTemplates","","","test resources.setauthorizationtemplateitemcode","Path:

Files > Authorization Templates > open existing template > click ""Add service code"" of existing Service Code Breakdown > find and choose code"
"passed","Tue Jul 30 12:05:41 UTC 2024","Tue Jul 30 12:05:41 UTC 2024","371","Auth","","","","","authOldAPI",""
"passed","Tue Jul 30 12:14:43 UTC 2024","Tue Jul 30 12:14:43 UTC 2024","483","/SchedulingOptimizationRegression","/Historical Data in Clinic Algorithm","/C951299 Preferred client gets scheduled with their most preferred provider","","","pre-request Create Appointment2 Employee2",""
"passed","Tue Jul 30 12:08:21 UTC 2024","Tue Jul 30 12:08:21 UTC 2024","230","/timesheet","PRAC-839 Timesheet Exception Migration Group 2: Service Code & Fee Schedule Setup","Service Lines - A fee schedule must be chosen","","","Custom rate",""
"passed","Tue Jul 30 12:05:49 UTC 2024","Tue Jul 30 12:05:49 UTC 2024","210","/SchedulingOptimizationRegression","/C000011 Verify that appointments are scheduled for clients that are connected to providers and have a custom rate for one of those providers on a service code associated with their authorization","","","","pre-request Add label to ServiceCode1",""
"passed","Tue Jul 30 12:10:31 UTC 2024","Tue Jul 30 12:10:31 UTC 2024","166","/SchedulingOptimizationRegression","/Provider Cxl Coverage - Publish draft schedule","","","","pre-request Add Availability to Employee1",""
"failed","Tue Jul 30 12:06:06 UTC 2024","Tue Jul 30 12:06:07 UTC 2024","717","/resources","/MembersApi","/ExistingAuthorization","","","test resources.addresourceauthorizationsfromtemplate","Path:

Files > open Authorization > click ADD CODES > Add from Template > fill requiered fields and click Save button"
"passed","Tue Jul 30 12:07:32 UTC 2024","Tue Jul 30 12:07:32 UTC 2024","184","/timesheet","PRAC-1027 - Update New Timesheet Endpoints for Updated DTO","","","","Custom rate",""
"passed","Tue Jul 30 12:05:43 UTC 2024","Tue Jul 30 12:05:43 UTC 2024","763","/resources","/MembersApi","/Authorization","","","pre-request Get Authorization Id",""
"passed","Tue Jul 30 12:04:52 UTC 2024","Tue Jul 30 12:04:53 UTC 2024","549","/contact","/MembersApi","/Client User > /HealthRecord","","","test contacts.saveHealthBodyComposition","Path:

Client Profile > Health Record > Body Composition > Add New"
"passed","Tue Jul 30 12:07:07 UTC 2024","Tue Jul 30 12:07:08 UTC 2024","312","/contacts","Retire contacts.savebasics endpoint","As employee with same guardian and guarantor","","","pre-request Deactivate Client",""
"passed","Tue Jul 30 12:05:16 UTC 2024","Tue Jul 30 12:05:16 UTC 2024","413","/billing","old version of endpoint","","","","pre-request Get Timesheets",""
"passed","Tue Jul 30 12:05:12 UTC 2024","Tue Jul 30 12:05:13 UTC 2024","1149","/billing","Process Bulk Signature Activity","Provider signature","","","converted-timesheets",""
"broken","Tue Jul 30 12:04:35 UTC 2024","Tue Jul 30 12:04:36 UTC 2024","641","/externalpartners","contacts","","","","test PUT - UpdateEmployeeByContactId",""
"passed","Tue Jul 30 12:09:17 UTC 2024","Tue Jul 30 12:09:18 UTC 2024","366","/timesheet","PRAC-838 Timesheet Exception Migration Group 1: Security & Permissions","The appointment is no longer active","","","pre-requestSchedulingDeleteevent",""
"passed","Tue Jul 30 12:06:47 UTC 2024","Tue Jul 30 12:06:48 UTC 2024","265","/SchedulingOptimizationRegression","/C000005 Verify that the drafts timezone of which is changed are completely publishing without errors","","","","pre-request Location1 Delete",""
"passed","Tue Jul 30 12:05:27 UTC 2024","Tue Jul 30 12:05:27 UTC 2024","456","/resources","/preview","","","","testResourcesPreviewUrl/ResourcesId",""
"passed","Tue Jul 30 12:09:21 UTC 2024","Tue Jul 30 12:09:25 UTC 2024","4537","/SchedulingOptimizationRegression","/Switching Orders - Schedule Creation Lunch Break Enhancement","","","","pre-request Create Employee1",""
"passed","Tue Jul 30 12:04:11 UTC 2024","Tue Jul 30 12:04:11 UTC 2024","473","/scheduling","The employee doesn't have permission Scheduling > Manage Own Appointment Types Copy","","","","testPostSchedulinProvidersUserIdAppointmentTypesDoesnotHavePermissionManageOwnAppointmentTypes",""
"passed","Tue Jul 30 12:11:02 UTC 2024","Tue Jul 30 12:11:02 UTC 2024","404","Auth","","","","","authOldAPI",""
"passed","Tue Jul 30 12:08:00 UTC 2024","Tue Jul 30 12:08:00 UTC 2024","167","/timesheet","PRAC-1224 Timesheets API - Return Resource Name for Draft & Converted Timesheets","","","","POST Create service code",""
"passed","Tue Jul 30 12:10:18 UTC 2024","Tue Jul 30 12:10:19 UTC 2024","941","/SchedulingOptimizationRegression","/Verify recurrence parameter","","","","pre-request Update Existing Event","Verify Post status

Place - Scheduling > Draft Schedules > Draft Schedules tab"
"passed","Tue Jul 30 12:04:38 UTC 2024","Tue Jul 30 12:04:39 UTC 2024","550","/learn","/criteria","","","","testLearnBundleItemAssign",""
"passed","Tue Jul 30 12:13:12 UTC 2024","Tue Jul 30 12:13:12 UTC 2024","221","/SchedulingOptimizationRegression","/Provider Cxl Coverage - Publish draft schedule","","","","pre-request Add Primary Location to Employee3",""
"passed","Tue Jul 30 12:04:56 UTC 2024","Tue Jul 30 12:04:56 UTC 2024","260","/SchedulingOptimizationRegression","/C000005 Verify that the drafts timezone of which is changed are completely publishing without errors","","","","authOldAPI",""
"passed","Tue Jul 30 12:03:20 UTC 2024","Tue Jul 30 12:03:25 UTC 2024","5093","/bundles","/labels","","","","testPostNewBundlesLabelParent",""
"passed","Tue Jul 30 12:13:44 UTC 2024","Tue Jul 30 12:13:45 UTC 2024","786","/SchedulingOptimizationRegression","/Historical Data in Clinic Algorithm","/C948378 Client Prioritization in Clinic","","","pre-request Create Appointment1 Client3",""
"passed","Tue Jul 30 12:03:37 UTC 2024","Tue Jul 30 12:03:38 UTC 2024","890","/learn","/goals","","","","pre-request Create Client",""
"passed","Tue Jul 30 12:12:05 UTC 2024","Tue Jul 30 12:12:06 UTC 2024","381","/SchedulingOptimizationRegression","/Incorporate Weekly and Daily Limits","","","","pre-request Create Client1",""
"passed","Tue Jul 30 12:05:33 UTC 2024","Tue Jul 30 12:05:33 UTC 2024","235","/SchedulingOptimizationRegression","/C000010 Implement ""Optimize Schedule By""","","","","pre-request Create Client3",""
"passed","Tue Jul 30 12:06:13 UTC 2024","Tue Jul 30 12:06:13 UTC 2024","281","/contacts","form","Generic changed to employee","","","Delete Employee Form",""
"passed","Tue Jul 30 12:10:48 UTC 2024","Tue Jul 30 12:10:48 UTC 2024","214","/SchedulingOptimizationRegression","/Provider Cxl Coverage Split","","","","pre-request Create Employee3",""
"passed","Tue Jul 30 12:04:44 UTC 2024","Tue Jul 30 12:04:45 UTC 2024","806","/billing","/MembersApi","/Billing","","","test billingmanager.loadds5862_50","Path:

BILLING & TIMESHEETS > Billing > click Load Totals link at the end of the list"
"passed","Tue Jul 30 12:05:31 UTC 2024","Tue Jul 30 12:05:32 UTC 2024","1287","/SchedulingOptimizationRegression","/C000010 Implement ""Optimize Schedule By""","","","","pre-request Create Employee2",""
"passed","Tue Jul 30 12:02:33 UTC 2024","Tue Jul 30 12:02:36 UTC 2024","2632","/billing","/payments","","","","testGetBillingQuery",""
"passed","Tue Jul 30 12:09:00 UTC 2024","Tue Jul 30 12:09:00 UTC 2024","152","/SchedulingOptimizationRegression","/Include Meal Break Gaps in Draft Schedule","30mins lunch break for providers working over 5hours","","","pre-request C735591 delay 15 seconds NCS",""
"passed","Tue Jul 30 12:02:27 UTC 2024","Tue Jul 30 12:02:27 UTC 2024","270","Auth","","","","","authOldAPI",""
"passed","Tue Jul 30 12:02:21 UTC 2024","Tue Jul 30 12:02:22 UTC 2024","664","/SchedulingOptimizationRegression","/C611059 Verify cases with existing draft editing(address, time, service code, date, provider) and replaceEvent Rollback logic","","","","pre-request Add ServiceCode1 to Authorization1",""
"failed","Tue Jul 30 12:05:06 UTC 2024","Tue Jul 30 12:05:07 UTC 2024","481","/billing","Process Bulk Signature Activity","Client signature","","","testDeleteBillingSignaturesIdClient",""
"passed","Tue Jul 30 12:06:37 UTC 2024","Tue Jul 30 12:06:39 UTC 2024","1679","/contacts","form","Public client form","","","Client details with fields",""
"passed","Tue Jul 30 12:02:54 UTC 2024","Tue Jul 30 12:03:24 UTC 2024","30288","/SchedulingOptimizationRegression","/C609011 Verify that applied  non authorized service codes and service codes which missed authorisation - not occurs error and allow to edit and save draft in existing draft appointments","","","","pre-request Connect Employee2 vs Clients NEW",""
"passed","Tue Jul 30 12:05:46 UTC 2024","Tue Jul 30 12:05:47 UTC 2024","993","/timesheet","PRAC-957 - Draft Timesheet API - List Endpoint","","","","DELETE Timecheet",""
"passed","Tue Jul 30 12:05:22 UTC 2024","Tue Jul 30 12:05:22 UTC 2024","185","/SchedulingOptimizationRegression","/C000008 Verify that service code is valid for optimization when it has a fee schedule with an insurance different from the associated client","","","","pre-request Connect Employee1 vs Client1",""
"passed","Tue Jul 30 12:05:16 UTC 2024","Tue Jul 30 12:05:16 UTC 2024","180","/billing","old version of endpoint","","","","pre-request Get Single Service Code","Path:

Files > Authorization Templates"
"passed","Tue Jul 30 12:05:19 UTC 2024","Tue Jul 30 12:05:19 UTC 2024","472","Auth","","","","","authOldAPI",""
"passed","Tue Jul 30 12:09:38 UTC 2024","Tue Jul 30 12:09:38 UTC 2024","284","/timesheet","PRAC-1004  Converted Timesheet PUT endpoint","Billing > Timesheets > Allow Conversion Modification  > The employee doesn't have permission","","","Custom rate",""
"passed","Tue Jul 30 12:09:58 UTC 2024","Tue Jul 30 12:10:01 UTC 2024","2932","/SchedulingOptimizationRegression","/Switching Orders - Schedule Creation Lunch Break Enhancement","","","","test C804962 POST NCS - Lunch breaks before travel time events in New Client Optimizations",""
"passed","Tue Jul 30 12:06:03 UTC 2024","Tue Jul 30 12:06:04 UTC 2024","486","/timesheet","PRAC-953 - Draft Time Sheet API - Get Timesheet List","Billing-> Access permissions - CGarcia6/Password1!/290681","","","GET Timesheet sort - ProviderContactId",""
"passed","Tue Jul 30 12:10:38 UTC 2024","Tue Jul 30 12:10:40 UTC 2024","1986","/SchedulingOptimizationRegression","/Include Meal Break Gaps in Draft Schedule","30mins lunch break for providers working over 5hours","","","test C735595 POST ES - Verify that optimization will not adjust sessions for employees if there is less than a 30 minute break between two sessions",""
"passed","Tue Jul 30 12:02:43 UTC 2024","Tue Jul 30 12:02:44 UTC 2024","968","/invoice","","","","","testPostMarkPartialPayableInvoice",""
"passed","Tue Jul 30 12:15:21 UTC 2024","Tue Jul 30 12:15:22 UTC 2024","430","/SchedulingOptimizationRegression","/Historical Data in Clinic Algorithm","/C951299 Preferred client gets scheduled with their most preferred provider","","","pre-request Deactivate Employee2",""
"passed","Tue Jul 30 12:06:35 UTC 2024","Tue Jul 30 12:06:36 UTC 2024","385","/contacts","form","Permission group","","","testGetPermissionsGroups",""
"passed","Tue Jul 30 12:02:35 UTC 2024","Tue Jul 30 12:02:36 UTC 2024","1087","/search","/contacts","","","","testGetSearchContactById",""
"passed","Tue Jul 30 12:14:01 UTC 2024","Tue Jul 30 12:14:01 UTC 2024","525","/SchedulingOptimizationRegression","/Historical Data in Clinic Algorithm","/C951298 Non-preferred provider is scheduled for the week when no preferred providers are available for the whole time","","","pre-request Create Appointment3 Employee1",""
"passed","Tue Jul 30 12:14:02 UTC 2024","Tue Jul 30 12:14:03 UTC 2024","164","/SchedulingOptimizationRegression","/Incorporate Weekly and Daily Limits","","","","pre-request Deactivate Employee2",""
"passed","Tue Jul 30 12:06:54 UTC 2024","Tue Jul 30 12:06:54 UTC 2024","306","/timesheet","PRAC-954 - Draft Time Sheet API - Validate Incoming Timesheet","","","","GET Timesheet",""
"passed","Tue Jul 30 12:06:46 UTC 2024","Tue Jul 30 12:06:47 UTC 2024","1041","/SchedulingOptimizationRegression","/C000005 Verify that the drafts timezone of which is changed are completely publishing without errors","","","","pre-request Delete multiple Events",""
"passed","Tue Jul 30 12:03:52 UTC 2024","Tue Jul 30 12:03:57 UTC 2024","5195","/notes","","","","","testGetNoteByIdResponse",""
"passed","Tue Jul 30 12:02:59 UTC 2024","Tue Jul 30 12:03:00 UTC 2024","903","/schedule","","","","","testScheduleBulkMakeVisible",""
"passed","Tue Jul 30 12:03:52 UTC 2024","Tue Jul 30 12:04:04 UTC 2024","11440","/bundles","Clinical Update VB-Mapp","","","","testGetVbmappGenerateGoalBankId","VBMapp Goal bank generation currently works in Beta-QA but not in Staging and above because of a known issue"
"passed","Tue Jul 30 12:07:20 UTC 2024","Tue Jul 30 12:07:20 UTC 2024","305","/SchedulingOptimizationRegression","/C754278 Draft Filter by Status","","","","test C878350 POST Publish a Draft with Failed status",""
"passed","Tue Jul 30 12:12:44 UTC 2024","Tue Jul 30 12:12:44 UTC 2024","158","/SchedulingOptimizationRegression","/Provider Cxl Coverage Split","","","","pre-request Add custom rate to ServiceCode2",""
"failed","Tue Jul 30 12:05:51 UTC 2024","Tue Jul 30 12:05:51 UTC 2024","242","/learn","/test","","","","testPostActionCompleteForTest",""
"passed","Tue Jul 30 12:05:30 UTC 2024","Tue Jul 30 12:05:32 UTC 2024","1353","/timesheet","PRAC-957 - Draft Timesheet API - List Endpoint","","","","POST Insert Timesheet",""
"passed","Tue Jul 30 12:03:00 UTC 2024","Tue Jul 30 12:03:02 UTC 2024","1902","/billing","/receivables","","","","testBillingCrxapiReportingReceivablesExportAsync",""
"passed","Tue Jul 30 12:15:10 UTC 2024","Tue Jul 30 12:15:10 UTC 2024","173","/SchedulingOptimizationRegression","/Historical Data in Clinic Algorithm","/C951299 Preferred client gets scheduled with their most preferred provider","","","test C951299 Open Draft Appointments",""
"passed","Tue Jul 30 12:04:29 UTC 2024","Tue Jul 30 12:04:31 UTC 2024","2083","/learn","/data_collection","","","","testDeleteTreeTemplate_bundles.deletebundle",""
"passed","Tue Jul 30 12:04:41 UTC 2024","Tue Jul 30 12:04:41 UTC 2024","350","/contacts","old version of endpoint","meta data","","","testContactsLoadmetadatafieldsDelete","Path:

Contacts > Utilities & Tools"
"passed","Tue Jul 30 12:08:01 UTC 2024","Tue Jul 30 12:08:01 UTC 2024","399","/timesheet","PRAC-1224 Timesheets API - Return Resource Name for Draft & Converted Timesheets","","","","POST Converted Timesheet",""
"passed","Tue Jul 30 12:02:26 UTC 2024","Tue Jul 30 12:02:27 UTC 2024","830","/SchedulingOptimizationRegression","/C611059 Verify cases with existing draft editing(address, time, service code, date, provider) and replaceEvent Rollback logic","","","","pre-request Create Appointment3",""
"passed","Tue Jul 30 12:03:54 UTC 2024","Tue Jul 30 12:03:54 UTC 2024","644","/scheduling","The employee doesn't have permission  Contacts > Manage Own Basic Info","","","","testPostSchedulinProvidersUserIdAppointmentTypesDoesnotHavePermissionContactsManageOwnBasicInfo",""
"passed","Tue Jul 30 12:05:44 UTC 2024","Tue Jul 30 12:05:45 UTC 2024","631","/resources","/MembersApi","/Authorization","","","test resources.getclassifications","Path:

Files > create new Authorization without file for some client"
"passed","Tue Jul 30 12:05:28 UTC 2024","Tue Jul 30 12:05:28 UTC 2024","378","/learn","/session","/time","","","testDeleteSessionTimeById",""
