"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Jul 30 11:21:19 UTC 2024","Tue Jul 30 11:21:20 UTC 2024","217","/recon","/transactions","","","","testReconUnreconcile",""
"passed","Tue Jul 30 11:21:19 UTC 2024","Tue Jul 30 11:21:19 UTC 2024","207","/recon","/transactions","","","","testReconTransactionsManualsUnreconcile",""
"passed","Tue Jul 30 11:21:09 UTC 2024","Tue Jul 30 11:21:09 UTC 2024","212","/recon","/batches","","","","testReconBatches",""
"passed","Tue Jul 30 11:21:18 UTC 2024","Tue Jul 30 11:21:18 UTC 2024","205","/recon","/transactions","batches","","","testReconTransactionsResourcesId",""
"passed","Tue Jul 30 11:21:06 UTC 2024","Tue Jul 30 11:21:07 UTC 2024","659","Auth","","","","","auth",""
"passed","Tue Jul 30 11:21:13 UTC 2024","Tue Jul 30 11:21:14 UTC 2024","214","/recon","/transactions","batches","","","testGetTransactionByIdResponse",""
"passed","Tue Jul 30 11:21:08 UTC 2024","Tue Jul 30 11:21:08 UTC 2024","119","/abctemplate","","","","","testPutFunctionToOptionOfTemplate",""
"passed","Tue Jul 30 11:21:14 UTC 2024","Tue Jul 30 11:21:14 UTC 2024","262","/recon","/transactions","batches","","","pre-requestReconTransaction",""
"passed","Tue Jul 30 11:21:11 UTC 2024","Tue Jul 30 11:21:11 UTC 2024","223","/recon","/transactions","/labels","","","pre-request Delete Label",""
"passed","Tue Jul 30 11:21:06 UTC 2024","Tue Jul 30 11:21:06 UTC 2024","450","Auth","","","","","authOldAPI",""
"passed","Tue Jul 30 11:21:07 UTC 2024","Tue Jul 30 11:21:07 UTC 2024","134","/abctemplate","","","","","testPostCopyTemplateById","This HTTP POST request is used to copy a specific template identified by the `abctemplateTemplateId` parameter. The request should be sent to https://{{url}}/abctemplate/{{abctemplateTemplateId}}/copy.

### Request

The request body should be of form-data type and should include the necessary parameters for copying the template.

### Response

The response to this request is in JSON format with the following schema:

``` json
{
  ""type"": ""object"",
  ""properties"": {
    ""id"": {
      ""type"": ""number""
    },
    ""result"": {
      ""type"": ""string""
    },
    ""failed"": {
      ""type"": ""boolean""
    },
    ""cachedTime"": {
      ""type"": ""number""
    }
  }
}

 ```

The response includes the `id` of the copied template, a `result` message, a `failed` status, and the `cachedTime`."
"passed","Tue Jul 30 11:21:11 UTC 2024","Tue Jul 30 11:21:12 UTC 2024","242","/recon","/transactions","batches","","","testGetReconBatchesResponse",""
"passed","Tue Jul 30 11:21:16 UTC 2024","Tue Jul 30 11:21:16 UTC 2024","269","/recon","/transactions","batches","","","testSetLabelBulkToTransactionById",""
"passed","Tue Jul 30 11:21:16 UTC 2024","Tue Jul 30 11:21:16 UTC 2024","233","/recon","/transactions","batches","","","pre-requestBillingmanager",""
"passed","Tue Jul 30 11:21:10 UTC 2024","Tue Jul 30 11:21:10 UTC 2024","500","/recon","/transactions","/labels","","","pre-request GetTransactions",""
"passed","Tue Jul 30 11:21:08 UTC 2024","Tue Jul 30 11:21:08 UTC 2024","113","/abctemplate","","","","","testPutOptionToTemplate",""
